p=0.125 p_inf=0.1 time series=0,1,9,17
159 488 230 282
160 436 302 262
161 364 400 236
162 288 493 219
163 200 582 218
164 126 666 208
165 79 724 197
166 63 732 205
167 56 707 237
168 42 642 316
169 45 558 397
170 50 462 488
171 61 368 571
172 83 273 644
173 118 193 689
174 163 150 687
175 227 130 643
176 308 131 561
177 378 134 488
178 437 160 403
179 476 195 329
180 482 251 267
181 439 325 236
182 364 411 225
183 281 506 213
184 193 588 219
185 120 673 207
186 72 720 208
187 48 733 219
188 42 701 257
189 44 633 323
190 40 545 415
191 58 454 488
192 78 354 568
193 103 249 648
194 136 177 687
195 190 131 679
196 252 109 639
197 322 115 563
198 401 133 466
199 457 145 398
200 482 189 329
201 479 269 252
202 437 344 219
203 375 432 193
204 271 516 213
205 175 614 211
206 122 692 186
207 80 733 187
208 43 731 226
209 43 688 269
210 39 613 348
211 42 529 429
212 57 442 501
213 72 329 599
214 91 236 673
215 128 176 696
216 194 141 665
217 258 118 624
218 328 129 543
219 388 143 469
220 458 170 372
221 492 213 295
222 477 272 251
223 431 347 222
224 356 428 216
225 268 526 206
226 192 603 205
227 129 665 206
228 88 701 211
229 65 699 236
230 48 663 289
231 48 605 347
232 50 524 426
233 61 424 515
234 81 336 583
235 105 254 641
236 141 194 665
237 194 160 646
238 254 143 603
239 316 141 543
240 398 160 442
241 438 178 384
242 466 226 308
243 449 280 271
244 401 357 242
245 343 439 218
246 258 514 228
247 169 601 230
248 113 671 216
249 86 709 205
250 72 688 240
251 49 648 303
252 47 594 359
253 52 514 434
254 63 434 503
255 89 336 575
256 111 240 649
257 153 180 667
258 195 159 646
259 254 157 589
260 313 152 535
261 368 173 459
262 432 198 370
263 482 232 286
264 455 278 267
265 391 365 244
266 302 450 248
267 221 541 238
268 156 627 217
269 101 671 228
270 73 701 226
271 51 695 254
272 46 671 283
273 50 589 361
274 61 500 439
275 75 398 527
276 96 298 606
277 121 233 646
278 142 178 680
279 166 163 671
280 229 163 608
281 284 182 534
282 347 216 437
283 408 255 337
284 419 294 287
285 404 348 248
286 336 418 246
287 247 501 252
288 163 590 247
289 114 655 231
290 83 670 247
291 64 662 274
292 53 642 305
293 49 599 352
294 54 533 413
295 75 445 480
296 99 335 566
297 129 246 625
298 152 201 647
299 185 186 629
300 216 173 611
301 265 185 550
302 341 202 457
303 403 214 383
304 451 262 287
305 433 303 264
306 380 366 254
307 312 434 254
308 226 515 259
309 168 589 243
310 114 630 256
311 78 672 250
312 61 660 279
313 58 636 306
314 62 576 362
315 72 504 424
316 94 413 493
317 113 317 570
318 120 257 623
319 158 208 634
320 179 182 639
321 226 185 589
322 292 198 510
323 352 204 444
324 413 235 352
325 428 270 302
326 425 315 260
327 363 367 270
328 304 455 241
329 221 511 268
330 162 581 257
331 113 634 253
332 78 652 270
333 60 652 288
334 69 625 306
335 67 564 369
336 83 478 439
337 94 406 500
338 100 325 575
339 122 266 612
340 143 226 631
341 179 205 616
342 226 196 578
343 296 210 494
344 333 226 441
345 381 261 358
346 386 294 320
347 363 348 289
348 298 411 291
349 231 497 272
350 168 573 259
351 133 622 245
352 93 641 266
353 81 646 273
354 79 625 296
355 75 573 352
356 84 514 402
357 84 419 497
358 88 343 569
359 108 290 602
360 135 251 614
361 169 219 612
362 225 206 569
363 272 202 526
364 350 214 436
365 401 231 368
366 407 256 337
367 374 303 323
368 329 375 296
369 269 452 279
370 193 525 282
371 157 605 238
372 112 629 259
373 93 657 250
374 77 651 272
375 68 620 312
376 75 557 368
377 73 473 454
378 74 402 524
379 94 321 585
380 115 277 608
381 142 228 630
382 189 207 604
383 249 191 560
384 315 194 491
385 347 212 441
386 374 251 375
387 361 305 334
388 343 362 295
389 296 429 275
390 244 497 259
391 187 565 248
392 126 619 255
393 98 662 240
394 88 651 261
395 88 607 305
396 75 550 375
397 72 496 432
398 75 431 494
399 93 360 547
400 107 288 605
401 152 231 617
402 201 197 602
403 248 192 560
404 292 202 506
405 335 212 453
406 379 234 387
407 384 261 355
408 371 328 301
409 340 398 262
410 273 463 264
411 203 535 262
412 159 595 246
413 117 629 254
414 89 649 262
415 62 650 288
416 60 610 330
417 62 542 396
418 72 475 453
419 86 393 521
420 103 319 578
421 131 268 601
422 161 220 619
423 206 189 605
424 260 184 556
425 301 198 501
426 353 224 423
427 373 254 373
428 362 308 330
429 337 370 293
430 282 443 275
431 225 529 246
432 181 591 228
433 139 621 240
434 101 637 262
435 70 645 285
436 69 622 309
437 68 561 371
438 62 489 449
439 81 409 510
440 101 328 571
441 122 278 600
442 149 241 610
443 189 206 605
444 246 189 565
445 312 193 495
446 377 199 424
447 418 214 368
448 419 254 327
449 399 303 298
450 371 360 269
451 336 423 241
452 254 475 271
453 180 553 267
454 131 621 248
455 87 655 258
456 66 659 275
457 54 631 315
458 58 586 356
459 72 519 409
460 73 453 474
461 86 374 540
462 103 293 604
463 147 242 611
464 193 194 613
465 243 176 581
466 293 171 536
467 329 188 483
468 380 218 402
469 413 246 341
470 403 294 303
471 360 355 285
472 297 446 257
473 233 527 240
474 165 596 239
475 112 647 241
476 89 670 241
477 67 665 268
478 65 639 296
479 51 580 369
480 58 503 439
481 73 415 512
482 88 331 581
483 108 265 627
484 140 222 638
485 185 195 620
486 239 176 585
487 309 181 510
488 371 188 441
489 409 214 377
490 417 260 323
491 391 318 291
492 333 387 280
493 272 472 256
494 201 552 247
495 143 618 239
496 96 669 235
497 77 690 233
498 64 663 273
499 63 618 319
500 71 550 379
501 71 457 472
502 88 377 535
503 100 294 606
504 119 231 650
505 158 191 651
506 207 179 614
507 274 175 551
508 336 176 488
509 386 207 407
510 411 237 352
511 402 295 303
512 361 367 272
513 292 448 260
514 234 529 237
515 169 591 240
516 119 655 226
517 94 674 232
518 69 669 262
519 62 636 302
520 61 571 368
521 73 491 436
522 83 398 519
523 85 326 589
524 114 260 626
525 143 212 645
526 191 188 621
527 251 173 576
528 315 178 507
529 375 194 431
530 401 227 372
531 406 273 321
532 383 334 283
533 318 405 277
534 274 494 232
535 203 553 244
536 144 619 237
537 87 662 251
538 59 686 255
539 61 668 271
540 60 605 335
541 65 535 400
542 75 441 484
543 93 372 535
544 100 288 612
545 113 238 649
546 158 201 641
547 217 174 609
548 271 178 551
549 334 194 472
550 363 225 412
551 392 265 343
552 384 320 296
553 350 378 272
554 300 449 251
555 225 526 249
556 175 597 228
557 124 631 245
558 87 651 262
559 65 648 287
560 69 615 316
561 76 553 371
562 73 475 452
563 78 401 521
564 86 325 589
565 111 283 606
566 142 238 620
567 185 210 605
568 234 200 566
569 304 213 483
570 340 221 439
571 356 259 385
572 346 319 335
573 339 371 290
574 297 423 280
575 245 493 262
576 183 555 262
577 129 604 267
578 95 650 255
579 73 646 281
580 76 608 316
581 78 553 369
582 81 499 420
583 87 426 487
584 109 358 533
585 114 287 599
586 147 236 617
587 199 207 594
588 230 193 577
589 258 217 525
590 302 243 455
591 322 272 406
592 334 320 346
593 323 379 298
594 290 441 269
595 238 503 259
596 172 569 259
597 117 611 272
598 89 640 271
599 75 639 286
600 65 605 330
601 75 556 369
602 86 484 430
603 92 411 497
604 111 339 550
605 131 278 591
606 159 229 612
607 199 202 599
608 246 196 558
609 295 198 507
610 346 221 433
611 393 243 364
612 422 268 310
613 421 300 279
614 375 350 275
615 308 423 269
616 226 496 278
617 154 576 270
618 112 625 263
619 91 645 264
620 93 641 266
621 78 607 315
622 71 572 357
623 75 506 419
624 84 429 487
625 98 340 562
626 119 277 604
627 146 236 618
628 177 213 610
629 215 216 569
630 263 213 524
631 317 231 452
632 378 254 368
633 388 282 330
634 362 335 303
635 313 402 285
636 251 474 275
637 189 533 278
638 142 598 260
639 113 627 260
640 91 633 276
641 71 627 302
642 60 594 346
643 58 538 404
644 65 468 467
645 86 402 512
646 114 316 570
647 134 259 607
648 162 233 605
649 215 211 574
650 269 191 540
651 315 193 492
652 357 217 426
653 401 241 358
654 395 283 322
655 354 346 300
656 297 413 290
657 236 492 272
658 178 573 249
659 138 629 233
660 102 645 253
661 72 657 271
662 65 645 290
663 74 589 337
664 75 513 412
665 79 433 488
666 87 348 565
667 112 284 604
668 131 243 626
669 163 212 625
670 223 192 585
671 283 188 529
672 345 204 451
673 390 222 388
674 415 262 323
675 388 301 311
676 337 369 294
677 289 451 260
678 218 519 263
679 147 594 259
680 107 649 244
681 93 671 236
682 80 645 275
683 70 619 311
684 76 561 363
685 84 473 443
686 85 397 518
687 95 321 584
688 114 256 630
689 156 215 629
690 195 199 606
691 261 186 553
692 328 178 494
693 378 199 423
694 404 225 371
695 411 275 314
696 392 333 275
697 330 393 277
698 266 471 263
699 219 548 233
700 177 603 220
701 115 624 261
702 87 660 253
703 80 638 282
704 64 587 349
705 66 543 391
706 72 463 465
707 74 380 546
708 103 323 574
709 124 273 603
710 173 216 611
711 234 189 577
712 280 179 541
713 330 177 493
714 390 207 403
715 421 230 349
716 407 256 337
717 403 320 277
718 332 381 287
719 258 479 263
720 192 563 245
721 129 631 240
722 90 664 246
723 75 680 245
724 56 669 275
725 62 624 314
726 64 557 379
727 68 457 475
728 90 369 541
729 119 279 602
730 133 217 650
731 162 187 651
732 217 169 614
733 265 159 576
734 346 178 476
735 397 197 406
736 426 234 340
737 429 295 276
738 396 354 250
739 325 417 258
740 244 506 250
741 174 597 229
742 125 648 227
743 96 678 226
744 67 670 263
745 57 638 305
746 59 589 352
747 58 524 418
748 63 436 501
749 86 340 574
750 104 266 630
751 141 218 641
752 193 189 618
753 243 169 588
754 295 168 537
755 359 181 460
756 422 205 373
757 431 238 331
758 414 303 283
759 361 368 271
760 301 450 249
761 219 530 251
762 152 613 235
763 124 667 209
764 86 671 243
765 70 676 254
766 67 627 306
767 59 565 376
768 60 491 449
769 69 410 521
770 93 318 589
771 116 240 644
772 152 213 635
773 211 172 617
774 276 162 562
775 342 159 499
776 388 167 445
777 449 202 349
778 484 233 283
779 438 276 286
780 398 349 253
781 333 430 237
782 247 505 248
783 181 594 225
784 127 652 221
785 94 671 235
786 65 673 262
787 62 659 279
788 56 589 355
789 62 514 424
790 69 433 498
791 94 337 569
792 138 254 608
793 171 191 638
794 206 156 638
795 276 135 589
796 334 135 531
797 390 152 458
798 453 177 370
799 450 210 340
800 419 296 285
801 340 390 270
802 267 504 229
803 195 598 207
804 132 670 198
805 88 716 196
806 67 735 198
807 56 723 221
808 51 648 301
809 49 559 392
810 63 447 490
811 72 339 589
812 96 258 646
813 121 188 691
814 154 144 702
815 235 123 642
816 317 117 566
817 399 124 477
818 473 154 373
819 505 188 307
820 493 237 270
821 438 319 243
822 352 418 230
823 260 525 215
824 170 623 207
825 120 706 174
826 69 726 205
827 54 743 203
828 42 709 249
829 39 639 322
830 37 543 420
831 43 438 519
832 56 334 610
833 91 238 671
834 123 183 694
835 164 134 702
836 240 127 633
837 321 121 558
838 416 136 448
839 483 146 371
840 521 183 296
841 505 241 254
842 449 312 239
843 353 417 230
844 263 520 217
845 174 616 210
846 113 690 197
847 73 741 186
848 46 744 210
849 43 713 244
850 36 645 319
851 50 547 403
852 59 430 511
853 79 325 596
854 91 231 678
855 123 168 709
856 172 133 695
857 243 115 642
858 334 112 554
859 428 119 453
860 495 142 363
861 533 180 287
862 522 236 242
863 452 310 238
864 343 415 242
865 239 542 219
866 169 649 182
867 111 712 177
868 71 747 182
869 46 749 205
870 42 718 240
871 42 648 310
872 50 543 407
873 52 408 540
874 60 299 641
875 86 228 686
876 124 167 709
877 171 127 702
878 238 111 651
879 327 114 559
880 428 130 442
881 496 164 340
882 506 205 289
883 492 266 242
884 443 341 216
885 354 430 216
886 236 535 229
887 154 650 196
888 100 716 184
889 62 736 202
890 58 733 209
891 44 676 280
892 37 615 348
893 48 533 419
894 54 417 529
895 68 296 636
896 101 216 683
897 141 163 696
898 201 126 673
899 255 123 622
900 326 130 544
901 414 141 445
902 501 169 330
903 540 203 257
904 530 244 226
905 490 307 203
906 379 384 237
907 291 498 211
908 197 579 224
909 119 662 219
910 72 712 216
911 49 725 226
912 42 707 251
913 40 651 309
914 46 576 378
915 65 456 479
916 83 356 561
917 105 255 640
918 137 183 680
919 172 138 690
920 225 121 654
921 286 124 590
922 381 138 481
923 443 163 394
924 494 201 305
925 511 251 238
926 478 306 216
927 399 384 217
928 303 480 217
929 207 573 220
930 136 655 209
931 89 701 210
932 62 710 228
933 56 687 257
934 53 638 309
935 59 563 378
936 62 461 477
937 78 365 557
938 99 267 634
939 123 200 677
940 161 167 672
941 210 152 638
942 273 152 575
943 354 164 482
944 405 185 410
945 449 230 321
946 448 284 268
947 401 352 247
948 324 432 244
949 234 524 242
950 163 614 223
951 114 673 213
952 84 701 215
953 62 686 252
954 52 654 294
955 58 596 346
956 60 510 430
957 68 416 516
958 90 318 592
959 112 237 651
960 154 187 659
961 195 160 645
962 252 151 597
963 318 152 530
964 384 172 444
965 429 200 371
966 453 253 294
967 422 310 268
968 368 391 241
969 295 472 233
970 209 554 237
971 149 639 212
972 108 679 213
973 75 692 233
974 53 672 275
975 43 637 320
976 53 566 381
977 64 475 461
978 80 382 538
979 100 281 619
980 135 221 644
981 179 173 648
982 222 149 629
983 285 141 574
984 344 149 507
985 408 181 411
986 463 210 327
987 460 256 284
988 420 319 261
989 358 407 235
990 281 493 226
991 205 578 217
992 131 646 223
993 98 688 214
994 74 692 234
995 60 670 270
996 56 621 323
997 61 537 402
998 70 446 484
999 89 352 559
1000 114 265 621
1001 140 198 662
1002 171 168 661
1003 216 159 625
1004 279 163 558
1005 346 184 470
1006 404 208 388
1007 435 244 321
1008 422 300 278
1009 348 380 272
1010 270 484 246
1011 215 571 214
1012 152 622 226
1013 106 664 230
1014 71 686 243
1015 55 685 260
1016 50 645 305
1017 50 570 380
1018 58 466 476
1019 85 371 544
1020 105 293 602
1021 126 231 643
1022 154 188 658
1023 203 161 636
1024 266 152 582
1025 347 164 489
1026 413 187 400
1027 428 216 356
1028 427 279 294
1029 381 342 277
1030 312 431 257
1031 228 527 245
1032 146 620 234
1033 86 690 224
1034 64 727 209
1035 46 720 234
1036 53 675 272
1037 52 605 343
1038 65 517 418
1039 68 408 524
1040 83 312 605
1041 109 227 664
1042 134 164 702
1043 180 146 674
1044 242 145 613
1045 328 153 519
1046 401 155 444
1047 443 191 366
1048 467 245 288
1049 463 306 231
1050 380 373 247
1051 311 474 215
1052 212 544 244
1053 149 635 216
1054 93 696 211
1055 65 716 219
1056 59 690 251
1057 56 635 309
1058 66 571 363
1059 68 460 472
1060 72 388 540
1061 76 293 631
1062 99 228 673
1063 151 185 664
1064 204 159 637
1065 258 161 581
1066 331 171 498
1067 386 209 405
1068 443 226 331
1069 453 264 283
1070 424 319 257
1071 368 391 241
1072 285 473 242
1073 199 554 247
1074 132 630 238
1075 101 659 240
1076 74 673 253
1077 58 662 280
1078 61 623 316
1079 52 548 400
1080 62 475 463
1081 66 384 550
1082 97 304 599
1083 121 244 635
1084 150 206 644
1085 204 188 608
1086 263 173 564
1087 327 189 484
1088 388 198 414
1089 435 228 337
1090 428 261 311
1091 398 328 274
1092 352 396 252
1093 301 460 239
1094 229 526 245
1095 171 582 247
1096 107 631 262
1097 79 665 256
1098 61 660 279
1099 54 611 335
1100 55 550 395
1101 59 485 456
1102 82 415 503
1103 100 336 564
1104 129 269 602
1105 168 206 626
1106 227 172 601
1107 271 162 567
1108 318 179 503
1109 352 197 451
1110 376 233 391
1111 379 288 333
1112 361 352 287
1113 316 433 251
1114 245 512 243
1115 192 593 215
1116 139 629 232
1117 105 664 231
1118 71 662 267
1119 58 641 301
1120 59 590 351
1121 55 508 437
1122 66 433 501
1123 91 341 568
1124 108 280 612
1125 137 228 635
1126 178 201 621
1127 223 181 596
1128 283 187 530
1129 339 209 452
1130 385 228 387
1131 387 274 339
1132 383 333 284
1133 343 389 268
1134 296 456 248
1135 235 523 242
1136 175 578 247
1137 138 616 246
1138 95 634 271
1139 66 631 303
1140 64 601 335
1141 62 547 391
1142 75 482 443
1143 95 402 503
1144 113 327 560
1145 124 271 605
1146 171 242 587
1147 213 198 589
1148 250 186 564
1149 299 203 498
1150 336 219 445
1151 366 262 372
1152 365 307 328
1153 326 364 310
1154 291 432 277
1155 250 511 239
1156 190 564 246
1157 147 607 246
1158 102 634 264
1159 83 636 281
1160 79 610 311
1161 89 557 354
1162 74 479 447
1163 88 415 497
1164 111 348 541
1165 130 282 588
1166 167 236 597
1167 200 197 603
1168 246 190 564
1169 309 197 494
1170 346 212 442
1171 361 239 400
1172 368 291 341
1173 344 350 306
1174 311 420 269
1175 250 492 258
1176 176 560 264
1177 110 627 263
1178 88 678 234
1179 62 673 265
1180 57 647 296
1181 66 593 341
1182 73 514 413
1183 91 435 474
1184 108 349 543
1185 125 265 610
1186 153 197 650
1187 202 174 624
1188 255 151 594
1189 301 152 547
1190 342 185 473
1191 385 223 392
1192 427 266 307
1193 435 308 257
1194 399 368 233
1195 343 427 230
1196 243 506 251
1197 162 605 233
1198 119 653 228
1199 73 658 269
1200 52 661 287
1201 51 640 309
1202 62 581 357
1203 65 511 424
1204 73 429 498
1205 108 322 570
1206 137 239 624
1207 168 205 627
1208 198 171 631
1209 253 162 585
1210 304 166 530
1211 362 185 453
1212 444 209 347
1213 471 234 295
1214 445 290 265
1215 391 350 259
1216 319 438 243
1217 232 519 249
1218 160 602 238
1219 114 655 231
1220 82 677 241
1221 70 684 246
1222 66 640 294
1223 67 584 349
1224 75 495 430
1225 71 406 523
1226 85 327 588
1227 104 260 636
1228 130 219 651
1229 176 186 638
1230 232 184 584
1231 317 184 499
1232 382 188 430
1233 421 212 367
1234 450 252 298
1235 422 290 288
1236 360 359 281
1237 270 454 276
1238 198 546 256
1239 141 618 241
1240 98 671 231
1241 88 690 222
1242 65 660 275
1243 61 645 294
1244 59 580 361
1245 57 487 456
1246 68 397 535
1247 87 314 599
1248 110 242 648
1249 157 200 643
1250 191 183 626
1251 261 164 575
1252 329 159 512
1253 381 184 435
1254 415 222 363
1255 436 271 293
1256 392 322 286
1257 312 408 280
1258 241 505 254
1259 174 595 231
1260 124 667 209
1261 91 692 217
1262 73 687 240
1263 56 656 288
1264 60 622 318
1265 62 532 406
1266 71 433 496
1267 73 334 593
1268 104 260 636
1269 142 204 654
1270 188 171 641
1271 223 156 621
1272 309 155 536
1273 386 159 455
1274 452 181 367
1275 472 214 314
1276 458 268 274
1277 409 338 253
1278 328 420 252
1279 250 516 234
1280 188 595 217
1281 126 653 221
1282 97 693 210
1283 80 689 231
1284 56 652 292
1285 55 606 339
1286 55 525 420
1287 67 429 504
1288 78 338 584
1289 98 269 633
1290 134 209 657
1291 186 177 637
1292 250 162 588
1293 329 144 527
1294 405 146 449
1295 469 166 365
1296 474 193 333
1297 477 257 266
1298 430 314 256
1299 360 393 247
1300 276 478 246
1301 200 580 220
1302 146 654 200
1303 98 688 214
1304 60 709 231
1305 57 683 260
1306 45 629 326
1307 51 562 387
1308 60 471 469
1309 73 360 567
1310 99 273 628
1311 120 213 667
1312 182 171 647
1313 240 135 625
1314 305 131 564
1315 382 133 485
1316 460 147 393
1317 497 180 323
1318 501 230 269
1319 476 286 238
1320 420 353 227
1321 308 445 247
1322 229 561 210
1323 146 638 216
1324 84 707 209
1325 53 736 211
1326 37 717 246
1327 36 677 287
1328 37 611 352
1329 44 518 438
1330 61 395 544
1331 82 301 617
1332 102 211 687
1333 149 162 689
1334 196 134 670
1335 255 127 618
1336 319 134 547
1337 408 163 429
1338 462 197 341
1339 493 237 270
1340 474 296 230
1341 413 364 223
1342 327 453 220
1343 224 546 230
1344 147 642 211
1345 96 690 214
1346 56 707 237
1347 44 707 249
1348 49 660 291
1349 43 587 370
1350 48 504 448
1351 71 406 523
1352 92 287 621
1353 120 218 662
1354 150 173 677
1355 194 143 663
1356 256 146 598
1357 319 157 524
1358 380 177 443
1359 446 214 340
1360 460 267 273
1361 432 322 246
1362 373 395 232
1363 267 484 249
1364 189 587 224
1365 144 654 202
1366 102 679 219
1367 59 684 257
1368 53 674 273
1369 51 625 324
1370 56 554 390
1371 63 460 477
1372 77 350 573
1373 97 269 634
1374 129 224 647
1375 166 187 647
1376 219 160 621
1377 284 156 560
1378 360 162 478
1379 452 180 368
1380 483 198 319
1381 464 248 288
1382 429 312 259
1383 376 384 240
1384 277 464 259
1385 188 567 245
1386 113 650 237
1387 82 707 211
1388 57 720 223
1389 60 695 245
1390 59 628 313
1391 62 557 381
1392 67 474 459
1393 77 366 557
1394 94 273 633
1395 115 199 686
1396 160 165 675
1397 223 145 632
1398 288 149 563
1399 360 155 485
1400 437 166 397
1401 490 197 313
1402 505 237 258
1403 461 296 243
1404 388 374 238
1405 291 467 242
1406 220 560 220
1407 145 625 230
1408 99 689 212
1409 70 704 226
1410 65 693 242
1411 56 639 305
1412 59 570 371
1413 67 474 459
1414 79 373 548
1415 91 296 613
1416 123 220 657
1417 157 173 670
1418 209 150 641
1419 268 152 580
1420 349 162 489
1421 421 177 402
1422 451 206 343
1423 465 253 282
1424 439 315 246
1425 373 388 239
1426 275 477 248
1427 188 573 239
1428 128 650 222
1429 89 695 216
1430 63 705 232
1431 52 684 264
1432 44 633 323
1433 53 568 379
1434 68 470 462
1435 92 359 549
1436 109 258 633
1437 134 196 670
1438 183 161 656
1439 236 133 631
1440 291 131 578
1441 361 141 498
1442 440 169 391
1443 496 201 303
1444 505 246 249
1445 461 299 240
1446 385 378 237
1447 296 482 222
1448 223 573 204
1449 148 636 216
1450 81 683 236
1451 61 718 221
1452 50 693 257
1453 54 651 295
1454 59 568 373
1455 68 459 473
1456 90 359 551
1457 110 274 616
1458 122 207 671
1459 150 160 690
1460 193 157 650
1461 264 156 580
1462 338 168 494
1463 396 203 401
1464 430 245 325
1465 445 296 259
1466 431 348 221
1467 354 409 237
1468 269 489 242
1469 191 575 234
1470 123 641 236
1471 91 674 235
1472 58 664 278
1473 55 646 299
1474 62 597 341
1475 79 529 392
1476 81 432 487
1477 84 344 572
1478 112 275 613
1479 144 214 642
1480 187 192 621
1481 227 167 606
1482 290 176 534
1483 358 181 461
1484 410 210 380
1485 438 246 316
1486 439 287 274
1487 385 347 268
1488 338 423 239
1489 258 495 247
1490 192 566 242
1491 129 627 244
1492 96 661 243
1493 73 658 269
1494 64 640 296
1495 67 589 344
1496 63 510 427
1497 81 442 477
1498 82 353 565
1499 97 291 612
1500 133 242 625
1501 167 209 624
1502 219 193 588
1503 291 192 517
1504 339 199 462
1505 386 219 395
1506 411 261 328
1507 405 298 297
1508 368 353 279
1509 305 423 272
1510 241 502 257
1511 187 567 246
1512 132 614 254
1513 93 649 258
1514 84 646 270
1515 81 618 301
1516 68 566 366
1517 76 509 415
1518 76 422 502
1519 87 357 556
1520 110 299 591
1521 145 241 614
1522 181 209 610
1523 225 201 574
1524 279 209 512
1525 353 212 435
1526 379 225 396
1527 380 264 356
1528 366 321 313
1529 317 393 290
1530 247 474 279
1531 174 552 274
1532 142 617 241
1533 108 646 246
1534 87 667 246
1535 71 649 280
1536 67 608 325
1537 57 540 403
1538 68 469 463
1539 89 380 531
1540 112 294 594
1541 127 242 631
1542 168 206 626
1543 215 183 602
1544 272 177 551
1545 336 188 476
1546 391 195 414
1547 430 229 341
1548 425 276 299
1549 391 333 276
1550 338 403 259
1551 275 479 246
1552 206 548 246
1553 156 606 238
1554 97 649 254
1555 63 674 263
1556 47 661 292
1557 49 620 331
1558 58 548 394
1559 65 463 472
1560 87 387 526
1561 109 307 584
1562 139 242 619
1563 178 187 635
1564 216 161 623
1565 272 164 564
1566 327 180 493
1567 357 210 433
1568 374 256 370
1569 364 319 317
1570 354 394 252
1571 304 459 237
1572 218 535 247
1573 149 618 233
1574 103 671 226
1575 78 687 235
1576 65 666 269
1577 49 616 335
1578 56 557 387
1579 63 485 452
1580 81 402 517
1581 100 301 599
1582 115 229 656
1583 165 198 637
1584 216 169 615
1585 280 168 552
1586 334 163 503
1587 387 181 432
1588 449 211 340
1589 455 250 295
1590 420 316 264
1591 351 382 267
1592 267 480 253
1593 210 565 225
1594 126 627 247
1595 75 693 232
1596 56 714 230
1597 46 694 260
1598 58 638 304
1599 58 560 382
1600 61 462 477
1601 68 374 558
1602 83 305 612
1603 112 224 664
1604 152 174 674
1605 209 154 637
1606 277 153 570
1607 357 163 480
1608 405 181 414
1609 411 221 368
1610 419 284 297
1611 374 357 269
1612 282 452 266
1613 203 564 233
1614 127 644 229
1615 85 710 205
1616 70 734 196
1617 66 709 225
1618 54 650 296
1619 47 589 364
1620 51 501 448
1621 57 385 558
1622 71 299 630
1623 86 219 695
1624 128 180 692
1625 198 163 639
1626 263 152 585
1627 343 148 509
1628 422 156 422
1629 461 193 346
1630 482 240 278
1631 429 299 272
1632 337 391 272
1633 254 500 246
1634 202 594 204
1635 144 650 206
1636 100 700 200
1637 82 707 211
1638 53 678 269
1639 53 648 299
1640 56 556 388
1641 59 444 497
1642 63 347 590
1643 76 287 637
1644 116 224 660
1645 171 177 652
1646 213 151 636
1647 303 139 558
1648 394 141 465
1649 441 162 397
1650 438 212 350
1651 432 275 293
1652 398 344 258
1653 337 425 238
1654 277 512 211
1655 203 584 213
1656 144 656 200
1657 91 694 215
